accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,Reannotated,Reannotation_QC,spectral_file_types
PXD026605,0.0,,112,Listeria monocytogenes egd-e,169963,Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics,,False,False,RAW
PXD025715,,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MZXML;ZIP
PXD028714,36057633.0,PMC9440896,7,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD030720,36107770.0,PMC9561290,24,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD032917,0.0,,306,Homo sapiens (human),9606,SWATH MS; SRM/MRM,,False,False,RAW;SCAN;WIFF
PXD024383,,,48,Schizosaccharomyces pombe 927,1264690,Shotgun proteomics,,False,False,RAW
PXD036631,,,6,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD036583,,,6,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD028979,0.0,,57,Rattus norvegicus (rat); Felis catus (cat) (felis silvestris catus); Sus scrofa (pig); Canis lupus; Equus caballus (horse); Monodelphis domestica; Macaca mulatta (rhesus macaque); Homo sapiens (human); Oryctolagus cuniculus (rabbit); Ovis aries; Bos taurus (bovine),10116; 9685; 9823; 9612; 9796; 13616; 9544; 9606; 9986; 9940; 9913,SWATH MS,,False,False,RAW
PXD035673,0.0,,52,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MZML;RAW
PXD024330,,,0,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,APL;ZIP
PXD024417,,,40,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD024332,,,469,Schizosaccharomyces pombe oy26,649908,Shotgun proteomics,,False,False,RAW
PXD036074,0.0,,0,Homo sapiens (human),9606,SWATH MS,,False,False,ZIP
PXD034970,,,12,Bacteria; Staphylococcus aureus,2; 1280,Shotgun proteomics,,False,False,RAW
PXD032170,,,12,Xenopus laevis (african clawed frog),8355,SWATH MS; Affinity purification coupled with mass spectrometry proteomics,,False,False,MZXML;RAW
PXD032014,36115344.0,PMC9637690,0,Homo sapiens (human),9606,HDMSE,author_manuscript,False,False,ZIP
PXD029781,,,4,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,RAW;ZIP
PXD029848,,,12,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,RAW
PXD036865,,,53,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD028286,,,20,Caenorhabditis elegans,6239,SWATH MS,,False,False,RAW
PXD019869,36116512.0,PMC10097410,15,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
PXD032766,36097051.0,PMC9467976,20,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD036163,0.0,,10,Escherichia coli; Bacteria,562; 2,Top-down proteomics,,False,False,RAW
PXD023512,36323673.0,PMC9630315,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD008535,,,4,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,,False,False,RAW
PXD036295,0.0,,44,Mus musculus (mouse),10090,Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,,False,False,MZXML;RAW
PXD031921,36066285.0,,9,Entamoeba histolytica,5759,Shotgun proteomics,,False,False,RAW
PXD025456,0.0,,16,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MZML;RAW
PXD034821,0.0,,0,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,MGF;RAR
PXD033224,0.0,,120,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,,False,False,MGF;RAW
PXD036032,36084281.0,PMC9867940,28,Homo sapiens (human),9606,SRM/MRM,author_manuscript,False,False,RAW
PXD029700,0.0,,116,Canis familiaris (dog) (canis lupus familiaris); Gallus gallus (chicken); Homo sapiens (human),9615; 9031; 9606,SWATH MS,,False,False,RAW
PXD010613,35793793.0,PMC9361346,23,Halanaerobium congolense; Caulobacter crescentus (strain na1000 / cb15n); Akkermansia muciniphila atcc baa-835; Enterococcus faecalis (streptococcus faecalis),54121; 565050; 349741; 1351,Shotgun proteomics,CC BY-NC-ND,False,False,GZ;RAW
PXD034868,,,32,Caenorhabditis elegans,6239,Shotgun proteomics,,False,False,RAW
PXD032102,0.0,,8,Toxoplasma gondii gt1,507601,Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,,False,False,MGF;RAW
PXD030246,0.0,,9,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD030258,35977508.0,,34,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD035751,0.0,,6,Bos mutus grunniens (wild yak) (bos grunniens),30521,Shotgun proteomics,,False,False,RAW
PXD034435,0.0,,3,Solanum tuberosum (potato),4113,Shotgun proteomics,,False,False,APL;RAW
PXD035978,0.0,,12,Campylobacter jejuni subsp. jejuni nctc 11168-po,1177189,Gel-based experiment,,False,False,RAW
PXD034353,0.0,,36,Homo sapiens (human),9606,Top-down proteomics; Gel-based experiment,,False,False,RAW
PXD033668,0.0,,72,Caenorhabditis elegans,6239,Shotgun proteomics; Top-down proteomics,,False,False,RAW
PXD031451,,,40,Listeria monocytogenes egd; Homo sapiens (human),1334565; 9606,Shotgun proteomics,,False,False,MGF;RAW
PXD033492,,,7,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,MZXML;RAW
PXD036789,,,78,Mus musculus (mouse),10090,SRM/MRM; Shotgun proteomics,,False,False,MGF;RAW
PXD036977,,,13,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD031108,0.0,,56,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,MGF;RAW
PXD033412,,,0,Bos taurus (bovine),9913,Gel-based experiment,,False,False,MZXML;TXT
PXD036889,,,0,Fomitiporia mediterranea,208960,Shotgun proteomics,,False,False,MZXML
PXD037035,,,8,Triticum aestivum (wheat),4565,Shotgun proteomics,,False,False,RAW
PXD035204,,,6,Rhizobium etli cfn 42,347834,Shotgun proteomics,,False,False,APL;RAW
PXD037036,,,6,Fungi; Jaapia argillacea mucl 33604; Postia placenta mad-698-r-sb12; Phanerochaete chrysosporium rp-78,4751; 933084; 670580; 273507,Shotgun proteomics,,False,False,MGF;RAW
PXD028882,0.0,,16,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD035181,36130519.0,,12,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD008368,36130519.0,,25,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD032778,36130519.0,,42,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD033602,35778945.0,,0,Euphausia superba,6819,Gel-based experiment,,False,False,YEP
PXD004539,36130519.0,,109,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW;XML
PXD033775,35778945.0,,0,Euphausia superba,6819,Gel-based experiment,,False,False,YEP
PXD033601,35778945.0,,0,Euphausia superba,6819,Gel-based experiment,,False,False,YEP
PXD033597,35778945.0,,0,Euphausia superba,6819,Gel-based experiment,,False,False,YEP
PXD033594,35778945.0,,0,Euphausia superba,6819,Gel-based experiment,,False,False,YEP
PXD030754,0.0,,15,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,,False,False,RAW
PXD020374,34029590.0,PMC8239475,0,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,SCAN;WIFF
PXD030889,,,68,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,MGF;MZML;RAW
PXD031716,0.0,,6,Mus musculus (mouse),10090,Gel-based experiment,,False,False,RAW
PXD030926,0.0,,64,Venerupis corrugata; Ruditapes philippinarum; Ruditapes decussatus; Cerastoderma edule,1028563; 129788; 104385; 55710,Shotgun proteomics,,False,False,MGF;RAW
PXD035107,0.0,,8,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD029426,0.0,,0,Mesocricetus auratus (golden hamster),10036,Shotgun proteomics,,False,False,MGF;RAR
PXD034373,0.0,,28,Salmonella enterica subsp. enterica serovar typhimurium str. atcc 14028,1299114,Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD033328,36168874.0,,24,Phaeodactylum tricornutum,2850,Shotgun proteomics,,False,False,RAW
PXD036528,0.0,,15,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD035821,0.0,,4,Homo sapiens (human),9606,Shotgun proteomics; Gel-based experiment,,False,False,RAW
PXD029658,0.0,,10,Homo sapiens (human),9606,Shotgun proteomics; Gel-based experiment,,False,False,RAW
PXD035822,0.0,,15,Mus musculus (mouse),10090,Shotgun proteomics; Gel-based experiment,,False,False,RAW
PXD035950,,,14,Homo sapiens (human),9606,Gel-based experiment,,False,False,RAW
PXD029659,0.0,,20,Homo sapiens (human),9606,Shotgun proteomics; Gel-based experiment,,False,False,RAW
PXD032669,,,48,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD034897,,,48,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD035761,,,20,Caenorhabditis elegans,6239,Shotgun proteomics,,False,False,RAW
PXD014694,0.0,,0,Homo sapiens (human),9606,SWATH MS; Shotgun proteomics,,False,False,WIFF
PXD020922,36517592.0,,103,Mus musculus (mouse),10090,SRM/MRM,,False,False,RAW
PXD029824,,,7,Saccharomyces cerevisiae (baker's yeast),4932,SRM/MRM; Gel-based experiment,,False,False,RAW
PXD034192,0.0,,6,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD025020,36094045.0,PMC9511480,64,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD029310,,,20,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD031022,36154753.0,PMC9896265,169,Homo sapiens (human),9606,SRM/MRM,CC BY,False,False,MGF;RAW
PXD032083,0.0,,6,Mycobacterium smegmatis (strain atcc 700084 / mc(2)155),246196,Shotgun proteomics,,False,False,MZML;RAW
PXD031004,36154753.0,PMC9896265,67,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD037090,,,9,Mus musculus (mouse),10090,Chemical cross-linking coupled with mass spectrometry proteomics,,False,False,RAW
PXD027124,36177382.0,PMC9513841,0,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False,MGF;SCAN;WIFF
PXD033763,0.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MZXML
PXD033475,0.0,,66,Homo sapiens (human),9606,SWATH MS; Shotgun proteomics; Gel-based experiment,,False,False,RAW
PXD037135,0.0,,188,Saccharomyces cerevisiae (baker's yeast),4932,Gel-based experiment,,False,False,MGF;RAW
PXD031364,,,25,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD031989,0.0,,0,Biomphalaria glabrata; Schistosoma mansoni (blood fluke),6526; 6183,Shotgun proteomics,,False,False,MZXML
PXD035692,0.0,,69,Oryctolagus cuniculus (rabbit),9986,Shotgun proteomics,,False,False,MZML;RAW
PXD034014,,,18,Staphylococcus aureus,1280,Shotgun proteomics,,False,False,RAW
PXD034447,0.0,,8,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD024119,0.0,,24,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MZXML;RAW
PXD036447,36180527.0,PMC9523645,4,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD035965,0.0,,0,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,,False,False,ZIP
PXD036777,0.0,,0,Aspergillus niger (strain cbs 513.88 / fgsc a1513),425011,Shotgun proteomics,,False,False,MGF;SCAN;WIFF
PXD035956,0.0,,25,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,,False,False,RAW
PXD032365,0.0,,12,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;RAW
PXD032100,0.0,,15,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD032003,36089194.0,PMC9579046,72,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,MGF;RAW
PXD035553,,,9,Plasmodium falciparum,5833,Shotgun proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,,False,False,APL;RAW
PXD009910,34522942.0,,0,Bos taurus (bovine),9913,Shotgun proteomics,,False,False,MGF;ZIP
PXD035547,,,24,Plasmodium falciparum,5833,Shotgun proteomics,,False,False,APL;RAW
PXD036126,,,4,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;RAW
PXD007656,30387297.0,,0,Homo sapiens (human),9606,SWATH MS,,False,False,SCAN;WIFF
PXD025431,36108803.0,,33,Homo sapiens (human),9606,Shotgun proteomics; All-ion fragmentation,,False,False,RAW
PXD033703,0.0,,0,Streptococcus pyogenes nz131,471876,Shotgun proteomics,,False,False,MGF;RAR
PXD029632,0.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;ZIP
PXD036610,0.0,,4,Caenorhabditis elegans,6239,Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD037133,29490708.0,PMC5831854,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD020864,36517592.0,,39,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD020874,36517592.0,,130,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD029431,0.0,,4,Cryptosporidium parvum,5807,Shotgun proteomics,,False,False,RAW
PXD030480,36096799.0,PMC9465852,16,Xenopus laevis (african clawed frog),8355,Gel-based experiment,CC BY,False,False,RAW
PXD033349,36096799.0,PMC9465852,16,Xenopus laevis (african clawed frog),8355,Shotgun proteomics,CC BY,False,False,RAW
PXD035624,36124643.0,,6,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,MGF;RAW
PXD030464,36124643.0,,8,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,MGF;RAW
PXD034477,,,40,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD030419,36096799.0,PMC9465852,102,Xenopus laevis (african clawed frog),8355,Shotgun proteomics,CC BY,False,False,RAW
PXD036736,0.0,,0,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,ZIP
PXD031929,0.0,,144,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD030724,35124278.0,PMC8916911,57,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,RAW
PXD031579,,,540,Human metagenome,646099,Shotgun proteomics,,False,False,MS2;RAW
PXD036321,,,2,Homo sapiens (human),9606,Shotgun proteomics; Gel-based experiment,,False,False,RAW
PXD026181,,,6,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,MGF;RAW
PXD034932,36173614.0,PMC9903320,15,Canis lupus familiaris; Procavia capensis; Escherichia coli; Homo sapiens (human); Pan troglodytes (chimpanzee); Odocoileus virginianus; Zalophus californianus,9615; 9813; 562; 9606; 9598; 9874; 9704,Shotgun proteomics,CC BY,False,False,MGF;MZML;RAW;ZIP
PXD036953,,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,ZIP
PXD035252,0.0,,2,Arabidopsis thaliana (mouse-ear cress),3702,Affinity purification coupled with mass spectrometry proteomics,,False,False,GROUP;RAW
PXD033292,,,0,Escherichia coli; Homo sapiens (human),562; 9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,ZIP
PXD024419,0.0,,9,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD030892,0.0,,12,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,MGF;RAW
PXD030887,0.0,,12,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;RAW
PXD031045,0.0,,36,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;RAW
PXD030822,0.0,,36,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;RAW
PXD028529,,,8,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD028516,,,32,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD031096,0.0,,4,Pseudomonas aeruginosa pa14,652611,Chemical cross-linking coupled with mass spectrometry proteomics,,False,False,MZXML;RAW
PXD015927,,,1648,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD029233,36041010.0,PMC9552188,26,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,RAW
PXD035699,,,8,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;RAW
PXD033653,35995995.0,PMC9398908,20,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD034132,0.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MZML;SCAN;WIFF
PXD013240,,,16,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD013241,,,24,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD036590,36182629.0,PMC9515404,0,Homo sapiens (human),9606,SRM/MRM,CC BY-NC-ND,False,False,SKY;SKYD;SKYL;VIEW
PXD034968,0.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,TXT
PXD029284,36255300.0,PMC9784762,30,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD037154,,,72,Homo sapiens (human),9606,Shotgun proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD035545,36311798.0,PMC9598424,14,Viruses; Sus scrofa domesticus (domestic pig),10239; 9825,Shotgun proteomics,CC BY,False,False,RAW
PXD036647,,,12,Gallus gallus (chicken),9031,Shotgun proteomics,,False,False,RAW
PXD034457,36170367.0,PMC9519039,16,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD034653,36154077.0,PMC10494574,11,Homo sapiens (human),9606,Top-down proteomics,author_manuscript,False,False,RAW
PXD034143,36153828.0,PMC9671084,35,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,RAW
PXD033955,,,11,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,MGF;RAW
PXD033777,36108102.0,PMC10318299,160,Severe acute respiratory syndrome coronavirus 2,2697049,SRM/MRM,author_manuscript,False,False,RAW
PXD036259,36179815.0,,19,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,RAW
PXD034453,36170367.0,PMC9519039,84,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY,False,False,RAW
PXD034183,,,24,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,MZXML;RAW
PXD031478,33140851.0,PMC8115767,18,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,RAW
PXD018002,36171374.0,,9,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,MGF;RAW
PXD017448,36203013.0,,6,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD036629,,,2,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD036995,,,2,Homo sapiens (human),9606,Gel-based experiment,,False,False,RAW
PXD027164,,,15,Escherichia coli,562,Shotgun proteomics,,False,False,RAW
PXD023270,36193016.0,,1,Petunia hybrid cultivar,300558,Shotgun proteomics,,False,False,RAW
PXD033249,,,1,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD032982,36191235.0,PMC9565160,6,Bacillus subtilis subsp. subtilis str. 168,224308,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC-ND,False,False,MZXML;RAW
PXD036021,,,0,Pseudomonas syringae,317,Shotgun proteomics,,False,False,ZIP
PXD030676,,,24,Gigantidas haimaensis,2665993,Gel-based experiment,,False,False,RAW
PXD036072,36309524.0,PMC9617928,20,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False,RAW
