pxd	pid	log_file	status_file	command
PXD031827	3169474	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD031827.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD031827.exit	python src/main.py --pxd PXD031827 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD031845	3169626	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD031845.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD031845.exit	python src/main.py --pxd PXD031845 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD031911	3169636	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD031911.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD031911.exit	python src/main.py --pxd PXD031911 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD031997	3169831	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD031997.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD031997.exit	python src/main.py --pxd PXD031997 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032132	3169882	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032132.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032132.exit	python src/main.py --pxd PXD032132 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032222	3169931	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032222.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032222.exit	python src/main.py --pxd PXD032222 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032297	3170078	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032297.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032297.exit	python src/main.py --pxd PXD032297 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032728	3170155	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032728.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032728.exit	python src/main.py --pxd PXD032728 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032821	3170165	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032821.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032821.exit	python src/main.py --pxd PXD032821 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032833	3170175	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032833.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032833.exit	python src/main.py --pxd PXD032833 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032906	3170499	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032906.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032906.exit	python src/main.py --pxd PXD032906 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032952	3170619	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032952.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032952.exit	python src/main.py --pxd PXD032952 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD032976	3170743	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD032976.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD032976.exit	python src/main.py --pxd PXD032976 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033004	3170768	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033004.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033004.exit	python src/main.py --pxd PXD033004 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033008	3170905	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033008.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033008.exit	python src/main.py --pxd PXD033008 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033026	3170980	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033026.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033026.exit	python src/main.py --pxd PXD033026 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033043	3171054	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033043.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033043.exit	python src/main.py --pxd PXD033043 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033044	3171114	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033044.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033044.exit	python src/main.py --pxd PXD033044 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033062	3171192	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033062.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033062.exit	python src/main.py --pxd PXD033062 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033063	3171332	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033063.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033063.exit	python src/main.py --pxd PXD033063 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033066	3171378	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033066.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033066.exit	python src/main.py --pxd PXD033066 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033067	3171523	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033067.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033067.exit	python src/main.py --pxd PXD033067 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033107	3171572	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033107.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033107.exit	python src/main.py --pxd PXD033107 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033167	3171737	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033167.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033167.exit	python src/main.py --pxd PXD033167 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033175	3171767	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033175.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033175.exit	python src/main.py --pxd PXD033175 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033181	3171834	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033181.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033181.exit	python src/main.py --pxd PXD033181 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033205	3171844	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033205.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033205.exit	python src/main.py --pxd PXD033205 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033244	3171866	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033244.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033244.exit	python src/main.py --pxd PXD033244 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033391	3171986	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033391.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033391.exit	python src/main.py --pxd PXD033391 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033409	3172017	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033409.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033409.exit	python src/main.py --pxd PXD033409 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033446	3172093	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033446.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033446.exit	python src/main.py --pxd PXD033446 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033452	3172113	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033452.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033452.exit	python src/main.py --pxd PXD033452 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033466	3172123	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033466.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033466.exit	python src/main.py --pxd PXD033466 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033593	3172167	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033593.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033593.exit	python src/main.py --pxd PXD033593 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033633	3172205	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033633.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033633.exit	python src/main.py --pxd PXD033633 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033764	3172255	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033764.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033764.exit	python src/main.py --pxd PXD033764 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033846	3172368	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033846.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033846.exit	python src/main.py --pxd PXD033846 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033959	3172397	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033959.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033959.exit	python src/main.py --pxd PXD033959 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD033960	3172428	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD033960.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD033960.exit	python src/main.py --pxd PXD033960 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034054	3172517	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034054.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034054.exit	python src/main.py --pxd PXD034054 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034115	3172841	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034115.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034115.exit	python src/main.py --pxd PXD034115 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034118	3172924	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034118.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034118.exit	python src/main.py --pxd PXD034118 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034163	3172968	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034163.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034163.exit	python src/main.py --pxd PXD034163 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034217	3173118	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034217.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034217.exit	python src/main.py --pxd PXD034217 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034241	3173201	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034241.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034241.exit	python src/main.py --pxd PXD034241 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034393	3173246	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034393.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034393.exit	python src/main.py --pxd PXD034393 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034475	3173408	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034475.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034475.exit	python src/main.py --pxd PXD034475 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034529	3173418	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034529.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034529.exit	python src/main.py --pxd PXD034529 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034627	3173507	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034627.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034627.exit	python src/main.py --pxd PXD034627 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034639	3173621	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034639.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034639.exit	python src/main.py --pxd PXD034639 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034796	3173685	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034796.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034796.exit	python src/main.py --pxd PXD034796 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034874	3173695	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034874.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034874.exit	python src/main.py --pxd PXD034874 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034894	3173801	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034894.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034894.exit	python src/main.py --pxd PXD034894 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD034965	3173905	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD034965.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD034965.exit	python src/main.py --pxd PXD034965 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035001	3173915	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035001.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035001.exit	python src/main.py --pxd PXD035001 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035151	3174023	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035151.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035151.exit	python src/main.py --pxd PXD035151 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035153	3174077	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035153.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035153.exit	python src/main.py --pxd PXD035153 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035201	3174123	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035201.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035201.exit	python src/main.py --pxd PXD035201 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035265	3174414	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035265.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035265.exit	python src/main.py --pxd PXD035265 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035404	3174517	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035404.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035404.exit	python src/main.py --pxd PXD035404 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035433	3174694	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035433.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035433.exit	python src/main.py --pxd PXD035433 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035452	3174744	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035452.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035452.exit	python src/main.py --pxd PXD035452 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035589	3174765	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035589.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035589.exit	python src/main.py --pxd PXD035589 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035591	3174825	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035591.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035591.exit	python src/main.py --pxd PXD035591 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035622	3174891	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035622.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035622.exit	python src/main.py --pxd PXD035622 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035712	3174942	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035712.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035712.exit	python src/main.py --pxd PXD035712 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035764	3175008	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035764.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035764.exit	python src/main.py --pxd PXD035764 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035801	3175150	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035801.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035801.exit	python src/main.py --pxd PXD035801 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035813	3175220	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035813.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035813.exit	python src/main.py --pxd PXD035813 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035844	3175230	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035844.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035844.exit	python src/main.py --pxd PXD035844 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035916	3175459	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035916.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035916.exit	python src/main.py --pxd PXD035916 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035939	3175534	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035939.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035939.exit	python src/main.py --pxd PXD035939 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD035980	3175703	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD035980.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD035980.exit	python src/main.py --pxd PXD035980 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036113	3175713	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036113.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036113.exit	python src/main.py --pxd PXD036113 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036182	3175739	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036182.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036182.exit	python src/main.py --pxd PXD036182 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036262	3175799	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036262.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036262.exit	python src/main.py --pxd PXD036262 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036463	3175809	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036463.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036463.exit	python src/main.py --pxd PXD036463 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036630	3175893	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036630.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036630.exit	python src/main.py --pxd PXD036630 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036640	3175903	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036640.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036640.exit	python src/main.py --pxd PXD036640 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036649	3176037	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036649.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036649.exit	python src/main.py --pxd PXD036649 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036675	3176202	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036675.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036675.exit	python src/main.py --pxd PXD036675 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036744	3176212	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036744.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036744.exit	python src/main.py --pxd PXD036744 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD036884	3176290	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD036884.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD036884.exit	python src/main.py --pxd PXD036884 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037030	3176393	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037030.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037030.exit	python src/main.py --pxd PXD037030 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037183	3176503	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037183.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037183.exit	python src/main.py --pxd PXD037183 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037432	3176567	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037432.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037432.exit	python src/main.py --pxd PXD037432 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037438	3176687	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037438.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037438.exit	python src/main.py --pxd PXD037438 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037443	3176776	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037443.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037443.exit	python src/main.py --pxd PXD037443 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037492	3177030	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037492.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037492.exit	python src/main.py --pxd PXD037492 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037493	3177061	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037493.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037493.exit	python src/main.py --pxd PXD037493 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037569	3177133	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037569.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037569.exit	python src/main.py --pxd PXD037569 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037652	3177257	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037652.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037652.exit	python src/main.py --pxd PXD037652 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037678	3177311	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037678.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037678.exit	python src/main.py --pxd PXD037678 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037701	3177321	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037701.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037701.exit	python src/main.py --pxd PXD037701 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037703	3177371	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037703.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037703.exit	python src/main.py --pxd PXD037703 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037729	3177409	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037729.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037729.exit	python src/main.py --pxd PXD037729 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD037894	3177456	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD037894.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD037894.exit	python src/main.py --pxd PXD037894 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD038018	3177532	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD038018.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD038018.exit	python src/main.py --pxd PXD038018 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD038067	3177558	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD038067.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD038067.exit	python src/main.py --pxd PXD038067 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD038234	3177794	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD038234.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD038234.exit	python src/main.py --pxd PXD038234 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD038286	3177880	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD038286.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD038286.exit	python src/main.py --pxd PXD038286 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD038327	3177915	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD038327.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD038327.exit	python src/main.py --pxd PXD038327 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD038332	3178013	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD038332.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD038332.exit	python src/main.py --pxd PXD038332 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD038398	3178023	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD038398.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD038398.exit	python src/main.py --pxd PXD038398 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD038487	3178103	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD038487.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD038487.exit	python src/main.py --pxd PXD038487 --config configs/config.yaml --no-download --nproc 1 --verbose
